url,label
https://en.wikipedia.org/wiki/Typhoon_Flo_(1990),good
https://en.wikipedia.org/wiki/Szczakowa,good
https://en.wikipedia.org/wiki/Avlakia%2C_Othonoi,good
https://en.wikipedia.org/wiki/Dialog_im_Kamptal,good
https://en.wikipedia.org/wiki/2016%E2%80%9317_Radford_Highlanders_men's_basketball_team,good
https://en.wikipedia.org/wiki/1987_DFB-Pokal_final,good
https://en.wikipedia.org/wiki/Pressiat,good
https://en.wikipedia.org/wiki/Konstantin_Olshansky,good
https://en.wikipedia.org/wiki/Pope_Benedict_VII,good
https://en.wikipedia.org/wiki/College_rowing_in_the_United_States,good
https://en.wikipedia.org/wiki/Istanbul_International_Community_School,good
https://en.wikipedia.org/wiki/Left_Lane_Capital,good
https://en.wikipedia.org/wiki/Hadrianus_(turtle),good
https://en.wikipedia.org/wiki/Italian_cruiser_San_Giorgio,good
https://en.wikipedia.org/wiki/2009_Troy_Trojans_football_team,good
https://en.wikipedia.org/wiki/1995_Manila_local_elections,good
https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Pinto,good
https://en.wikipedia.org/wiki/Kirklandet,good
https://en.wikipedia.org/wiki/1966_Langhorne_100,good
https://en.wikipedia.org/wiki/The_Pleasure_and_the_Greed,good
https://en.wikipedia.org/wiki/Heliamphora_parva,good
https://en.wikipedia.org/wiki/Good_Morning%2C_Midnight_(Rhys_novel),good
https://en.wikipedia.org/wiki/Karoline_Simpson-Larsen,good
https://en.wikipedia.org/wiki/Goodspeed_Publishing,good
https://en.wikipedia.org/wiki/Noisettes,good
https://en.wikipedia.org/wiki/Paul_Gregory_(baseball),good
https://en.wikipedia.org/wiki/Krohnvikens_Bataljon,good
https://en.wikipedia.org/wiki/Liam_van_Gelderen,good
https://en.wikipedia.org/wiki/R346_road_(Ireland),good
https://en.wikipedia.org/wiki/Group_of_Nine,good
https://en.wikipedia.org/wiki/Unsorted,good
https://en.wikipedia.org/wiki/Herbert_Leavey,good
https://en.wikipedia.org/wiki/Oderaue,good
https://en.wikipedia.org/wiki/Ashwaq_Moharram,good
https://en.wikipedia.org/wiki/2000_Chilean_telethon,good
https://en.wikipedia.org/wiki/Belchin,good
https://en.wikipedia.org/wiki/Matia_Banu_Shuku,good
https://en.wikipedia.org/wiki/Skeena_Mountains,good
https://en.wikipedia.org/wiki/Spearman%2C_Texas,good
https://en.wikipedia.org/wiki/Irving_Langmuir_House,good
https://en.wikipedia.org/wiki/Nicole_Roth,good
https://en.wikipedia.org/wiki/Ashtray_Heart,good
https://en.wikipedia.org/wiki/Annamari_Dancs,good
https://en.wikipedia.org/wiki/Penjing,good
https://en.wikipedia.org/wiki/Odontarrhena_lesbiaca,good
https://en.wikipedia.org/wiki/Pedro_Antonio_de_Arag%C3%B3n,good
https://en.wikipedia.org/wiki/Chou_Min,good
https://en.wikipedia.org/wiki/Dainty_Marie,good
https://en.wikipedia.org/wiki/Tyvis_Powell,good
https://en.wikipedia.org/wiki/A_Man_Called_Tiger,good
https://en.wikipedia.org/wiki/Vazhikatti,good
https://en.wikipedia.org/wiki/Alto_Pichigua_District,good
https://en.wikipedia.org/wiki/%C4%8Cern%C3%A1_(%C5%BD%C4%8F%C3%A1r_nad_S%C3%A1zavou_District),good
https://en.wikipedia.org/wiki/Lalala_(song),good
https://en.wikipedia.org/wiki/Iwatayama_Monkey_Park,good
https://en.wikipedia.org/wiki/Delphi_Inscription,good
https://en.wikipedia.org/wiki/Day_trading,good
https://en.wikipedia.org/wiki/Ammar_Abadah_Nasser_al-Wa'eli,good
https://en.wikipedia.org/wiki/Stop_the_World_(The_Big_Pink_song),good
https://en.wikipedia.org/wiki/Colegiata_de_Nuestra_Se%C3%B1ora_de_la_Asunci%C3%B3n,good
https://en.wikipedia.org/wiki/Piazzale_Flaminio_railway_station,good
https://en.wikipedia.org/wiki/Suvorov_crossing_the_Alps,good
https://en.wikipedia.org/wiki/Samsung_Lions,good
https://en.wikipedia.org/wiki/Bhool_Bhulaiyaa_3,good
https://en.wikipedia.org/wiki/Baron_Blythswood,good
https://en.wikipedia.org/wiki/Coat_of_arms_of_Malacca,good
https://en.wikipedia.org/wiki/New_topographics_(photographic_genre),good
https://en.wikipedia.org/wiki/Eriogonum_helichrysoides,good
https://en.wikipedia.org/wiki/Cerithium_alucastrum,good
https://en.wikipedia.org/wiki/Zinc_finger_protein_121,good
https://en.wikipedia.org/wiki/Sab_Kichu_Bhene_Pare,good
https://en.wikipedia.org/wiki/Kristin_Ross,good
https://en.wikipedia.org/wiki/James_Madison_Bell,good
https://en.wikipedia.org/wiki/Charuplaya_tree_frog,good
https://en.wikipedia.org/wiki/Aruba_at_the_2024_World_Aquatics_Championships,good
https://en.wikipedia.org/wiki/2%2C2%2C4%2C4-Tetramethyl-1%2C3-cyclobutanediol,good
https://en.wikipedia.org/wiki/True_North_(novel),good
https://en.wikipedia.org/wiki/Tigliane,good
https://en.wikipedia.org/wiki/Let_It_Go!,good
https://en.wikipedia.org/wiki/Bipolaris,good
https://en.wikipedia.org/wiki/Hai_San_Secret_Society,good
https://en.wikipedia.org/wiki/Uvagut_TV,good
https://en.wikipedia.org/wiki/The_Bachelorette_(American_TV_series)_season_3,good
https://en.wikipedia.org/wiki/Pierre_Gagnaire,good
https://en.wikipedia.org/wiki/Shona_Bondhu,good
https://en.wikipedia.org/wiki/GreatAuPair,good
https://en.wikipedia.org/wiki/Goguryeo%E2%80%93Tang_War,good
https://en.wikipedia.org/wiki/Batochares,good
https://en.wikipedia.org/wiki/Vernon_P%C3%A9rez_Rubio,good
https://en.wikipedia.org/wiki/S._Krishna,good
https://en.wikipedia.org/wiki/Ylla,good
